"Location_Name","Map_ID","X_coord","Y_coord","Z_coord"
"Inside Dalaran Bubble  ",0,269,359,45
"Ironforge      ",0,-5019.7295,-835.6979,496.6619
"Old Ironforge     ",0,-4843.0874,-1066.9552,500.9893
"Undercity      ",0,1876.1116,237.8327,61.5105
"Stormwind City     ",0,-9075.665,425.8427,93.056
"Thunder Bluff     ",1,-1023.7902,-82.3533,59.6219
"Orgrimmar      ",1,1384.2094,-4369.2202,26.6785
"Alterac Valley - Alliance Start  ",30,767.4766,-490.8593,97.767
"Alterac Valley - Horde Start  ",30,-886.1016,-536.9648,55.2434
"Shadowfang Keep     ",33,-227.8457,2111.7126,76.8899
"Deadmines     ",36,-14.7243,-384.9828,62.2603
"Azshara Crater     ",37,-112.7209,847.563,293.2967
"Wailing Caverns    ",43,-163.5589,134.6543,-73.5364
"Scarlet Monastery (Original)    ",44,34.2502,-0.7552,9.781
"Razorfen Kraul     ",47,1942.2904,1543.1372,81.4717
"Blackfathom Deeps     ",48,-150.0377,105.3537,-40.0085
"Uldaman - Main Entrance   ",70,-228.2409,46.9608,-46.0203
"Uldaman - Back Entrance   ",70,-213.0395,390.3918,-39.2016
"Gnomeregan - Main Entrance   ",90,-332.1519,-2.604,-152.8454
"Gnomeregan - Workshop Entrance   ",90,-732.3842,1.6808,-248.6984
"Temple of Atal'Hakkar   ",109,-316.1572,99.1812,-131.8486
"Razorfen Downs     ",129,2592.8118,1107.5568,51.2831
"Scarlet Monastery - Graveyard   ",189,1687.2983,1052.7498,18.6774
"Scarlet Monastery - Library   ",189,254.7799,-208.7762,18.6774
"Scarlet Monastery - Armory   ",189,1608.4215,-323.7315,18.6729
"Scarlet Monastery - Cathedral   ",189,853.5711,1321.2988,18.6717
"Zul'Farrak      ",209,1216.5499,842,8.9951
"Blackrock Spire     ",229,78.0384,-228.2451,49.6842
"Blackrock Depths     ",230,457.2431,32.7569,-69.8176
"Onyxia's Lair     ",249,31.005,-56.5847,-5.2661
"Caverns of Time - Black Morass",269,-2063.5754,7123.334,30.0819
"Scholomance      ",289,190.8452,126.7041,137.2098
"Zul'Gurub      ",309,-11916.6143,-1237.0503,92.5342
"Stratholme - Main Entrance   ",329,3392.0125,-3379,142.7257
"Stratholme - Service Entrance   ",329,3590.3,-3643.5679,138.4907
"Maraudon - Orange Entrance   ",349,753.4187,-619.307,-33.0472
"Maraudon - Purple Entrance   ",349,1014.9235,-457.9709,-43.4736
"Ragefire Chasm     ",389,3.6572,-8.7495,-15.8352
"Molten Core     ",409,1115.219971,-462.959015,-95.014801
"Dire Maul East - Main Entrance ",429,52.7125,-155.6232,-2.7139
"Dire Maul East - Back Entrance ",429,-202.9003,-325.5672,-2.7226
"Dire Maul North    ",429,251.548,-25.041,-2.5596
"Dire Maul West - Entrance 1 ",429,42.3262,155.839,-3.4699
"Dire Maul West - Entrance 2 ",429,-70.2564,159.4407,-3.4661
"Blackwing Lair     ",469,-7671.9287,-1107.7375,396.6518
"Warsong Gulch - Alliance Start  ",489,1519.53,1481.87,352.024
"Warsong Gulch - Horde Start  ",489,933.331,1433.72,345.536
"Ruins of Ahn'Qiraj    ",509,-8437.5342,151.8475,31.907
"Arathi Basin - Alliance Start  ",529,1312.1321,1310.0991,-9.0102
"Arathi Basin - Horde Start  ",529,684.9337,681.7779,-12.9162
"Exodar     ",530,-4010.1379,-11888.6494,-1.6709
"Silvermoon City     ",530,9416.0996,-6780.8979,14.892
"Silvermoon City - Sheperd's Gate ",530,9334.1855,-7277.1816,14.5106
"Ahn'Qiraj      ",531,-8220.4014,2012.8542,129.0715
"Karazhan      ",532,-11110.9463,-2003.9845,49.8927
"Naxxramas - Main Entrance   ",533,3005.4951,-3433.6279,304.1954
"Naxxramas - Sapphiron's Lair   ",533,3497.7803,-5351.4893,144.9707
"Caverns of Time - Mount Hyjal ",534,4608.4888,-3904.1729,944.1841
"Hellfire Citadel - Shattered Halls ",540,-41.5824,-23.0868,-13.6441
"Hellfire Citadel - Blood Furnace ",542,-3.9967,14.6363,-44.8009
"Hellfire Citadel - Hellfire Ramparts  ",543,-1360.6732,1632.5004,68.4421
"Hellfire Citadel - Magtheridon's Lair  ",544,187.8426,35.9232,67.9252
"Coilfang Reservoir - Steamvault  ",545,-13.8425,6.7542,-4.2586
"Coilfang Reservoir - Underbog  ",546,9.7292,-21.3373,-2.7538
"Coilfang Reservoir - Coilfang: Slave Pens ",547,119.1046,-130.5463,-0.3474
"Coilfang Reservoir - Serpentshrine Cavern  ",548,11.7795,15.4273,-57.3773
"Tempest Keep - Eye of Storm",550,-10.4403,-1.1654,-2.4283
"Tempest Keep - Arcatraz  ",552,0,0,-0.2055
"Tempest Keep - Botanica  ",553,153.5272,391.7262,-27.2532
"Tempest Keep - Mechanar  ",554,-26.3356,0.1234,-1.8124
"Auchindoun: Shadow Labyrinth   ",555,0,0,-1.1279
"Auchindoun - Sethekk Halls   ",556,0,0,0.0062
"Auchindoun - Mana-Tombs    ",557,0.0191,0.9478,-0.9543
"Auchindoun - Auchenai Crypts   ",558,-21.8975,0.16,-0.1206
"Nagrand Arena     ",559,4054.8218,2956.2664,11.9387
"Blade's Edge Arena    ",562,6215.0063,331.1178,9.0974
"Black Temple     ",564,439.6234,-169.7441,8.5809
"Black Temple - Beyond Gap  ",564,946.7537,760.759,302.8977
"Gruul's Lair    ",565,61.8337,39.4399,-4.37842
"Eye of Storm  ",566,2183.2463,1571.4164,1159.3687
"Azshara Crater Ally Entrance  ",37,1154.43,-165.231,313.603
"Azshara Crater Horde Entrance  ",37,344.8,508.784,293.522
"Caverns of Time - Tanaris ",1,-8508.67,-4557.75,-211.161
"party netherstorm    ",530,4215.75,3009.33,339.232
"old hyjal    ",534,4708,-1620,1310
"Ahn'Qiraj",531,-8201.17,2057.14,130
"Alterac Valley ",30,628.53,-207.67,39.0523
"Arathi Basin ",529,1181.62,1183.39,-45.329
"Arathi Highlands ",0,-907.865,-3534.24,83.7878
"Ashenvale ",1,3469.43,847.62,5.36476
"Azshara ",1,2717.1,-5968.91,106.4
"Azshara ",1,4260.73,-6273.64,90.2289
"Azshara Naga City ",1,3546.8,-5287.96,109.935
"Barrens ",1,90.1003,-1943.44,79.4727
"Barrens Field of Giants ",1,-3120.86,-2327.89,93.1243
"Barrens Gnoll Outpost ",1,-4319.38,-2110.38,80.8662
"Barrens Great Lift ",1,-4619.15,-1850.91,86.0563
"Barrens Merchant Coast ",1,-1719.08,-3824.99,12.0836
"Big Feralas Ruins ",1,-5566.04,1449.82,20.1135
"Black Morass Portal ",269,-2033.5,7120.97,23.5189
"Black Morass Underground Entrance ",269,-2014.12,6583.5,-154.654
"Black Morass Underground Exit ",269,-2061.12,6635.97,-144.596
"Black Morass ",269,-2061.12,6635.97,-144.596
"Blackrock Mountain ",0,-7317.34,-1072.33,277.069
"Blackrock Depths ",230,596.432,-188.498,-50
"Blackrock Mountain ",0,-7317.34,-1072.33,277.069
"Blackrock Spire ",229,73.5083,-215.044,52.3869
"Blackwing Lair ",469,-7375.32,-1240.14,494.28
"Blasted Lands ",0,-11204.5,-2730.61,14.8972
"City of Ironforge ",0,-4981.25,-881.542,501.66
"Dalaran ",0,258,351,41.9076
"Dalaran Inside Dome ",0,258,351,41.9076
"Dalaran Ruins ",0,386.938,212.299,43.6994
"Darkshore ",1,6207.5,-152.833,79.8185
"Deadmines ",0,-11156.8,1528.99,19.4102
"Deadwind Pass ",0,-10435.4,-1809.28,98.3851
"Deeprun Tram ",369,69.2542,10.257,-4.29664
"Desolace ",1,-93.1614,1691.15,89.0649
"Dire Maul ",429,254.588,-24.7395,-2.56062
"Dun Morogh ",0,-5660.33,755.299,389.605
"Durotar ",1,341.42,-4684.7,30.9493
"Duskwood ",0,-10517,-1158.39,39.0542
"Dustwallow Marsh ",1,-3463.26,-4123.13,17.1043
"Elwynn Forest ",0,-9465.58,16.8472,65.921
"Felwood ",1,5483.9,-749.881,334.621
"Feralas ",1,-2871.76,1885.29,52.6501
"Feralas ",1,-4458.93,243.415,64.6136
"Feralas Coast ",1,-4522.22,2038.54,50.1436
"Feralas Island Night Elf City ",1,-4358.88,3241,12.3636
"Feralas Ruins ",1,-2858.35,2611.48,58.3777
"Gnomeregan ",0,-5179.58,660.421,388.391
"Gnomeregan ",0,-5189.22,524.796,388.107
"Gnomeregan Train Depot ",0,-4858.27,756.435,244.923
"Hall Of Legends ",1,1639.22,-4238.83,56.166
"Hinterlands ",0,357.22,-2106.09,121.839
"Hyjal ",1,4674.88,-3638.37,965.264
"Hyjal Cool Ancient Statue ",1,4491.35,-3201.77,1026.57
"Hyjal Plains Unifinished Location ",1,5300.18,-2292.83,944.186
"Inside Hyjal Cave ",1,4858,-1840,1156
"Ironforge ",0,-4981.25,-881.542,501.66
"Ironforge ",0,-4919.98,-957.887,501.504
"Loch Modan ",0,-4939.1,-3423.74,305.595
"Maraudon ",349,419.84,11.3365,-132.079
"Molten Core ",409,1115.22,-462.959,-95.0148
"Molten Core ",409,1071.9,-488.489,-108.219
"Mulgore ",1,-2366.7,-345.983,-1.29313
"Mulgore Mine ",1,-1915.66,-1107.44,87.572
"Naxxramas ",533,3005.87,-3435.01,293.882
"North Coast ",0,2955.79,99.8215,3.32947
"Onyxia's Lair ",249,29.4548,-68.9609,-6.98402
"Orgrimmar ",1,1502.71,-4415.42,21.5512
"Outside Hyjal Cave ",1,4817,-1742,1168
"PvP Badlands Portion ",30,-1231.66,453.486,138.972
"PvP Deadwind Pass ",30,-1231.66,453.486,138.972
"PvP Second Badlands Portion ",30,607.377,-1041.68,112.675
"PvP Second Deadwind Pass ",30,669.224,346.28,138.129
"PvP Teldrassil Roots ",17,3102.9,-2319.38,2
"Ragefire Chasm ",389,1.7849,-14.3685,-17.5533
"Razorfen Downs ",129,2591.99,1101.25,51.8593
"Razorfen Kraul ",1,-4464.92,-1666.24,90
"Razorfen Kraul ",47,1941.79,1543.69,81.6615
"Redridge Mountains ",0,-9219.37,-2149.94,70.606
"Ruins of Lordaeron ",0,1832.44,236.426,60.4171
"Ruins Of Lordaeron ",0,1801.58,237.355,62.7537
"Scarlet Monastery ",0,2843.57,-692.134,139.33
"Scarlet Monastery ",189,269.191,-211.791,19.201
"Scholomance ",289,199.427,126.464,134.912
"Searing Gorge ",0,-7176.63,-937.667,170.206
"Shadowfang Keep ",0,-202.557,1666.88,79.7641
"Shadowfang Keep ",0,-202.557,1666.88,79.7641
"Shadowfang Keep ",0,-232.796,1568.28,76.8909
"Silverpine Forest ",0,511.536,1638.63,120.417
"Stonetalon Mountains ",1,-239.089,-809.973,8.78944
"Stonetalon Mountains ",1,-122.391,388.013,94.4856
"Stormwind City ",0,-8913.23,554.633,93.7944
"Stranglethorn Vale ",0,-11634.8,-54.0697,13.4439
"Stratholme ",329,3176.63,-4039.28,105.464
"Tanaris ",1,-7373.69,-2950.2,10.7598
"Tanaris ",1,-6942.47,-4847.1,0.667853
"Teldrassil ",1,10708.8,762.092,1321.37
"Temple of Atal'Hakkar ",0,-10474,-3817.3,28.9858
"Temple of Atal'Hakkar ",0,-10429.4,-3828.84,-31.63
"North Coast ",0,2955.79,99.8215,3.32947
"Barrens ",1,90.1003,-1943.44,79.4727
"Black Morass ",269,-2061.12,6635.97,-144.596
"Molten Core ",409,1115.22,-462.959,-95.0148
"North Coast ",0,2955.79,99.8215,3.32947
"Ruins Of Lordaeron ",0,1801.58,237.355,62.7537
"Thousand Needles ",1,-4932.53,-1596.05,84.8157
"Tirisfal Glades ",0,2019.35,1904.36,105.144
"Top of Blackrock Mountain ",0,-7468,-1082,896
"Uldaman ",70,-228.193,46.1602,-46.0186
"Undercity ",0,1832.44,236.426,60.4171
"Undercity ",0,1831.26,238.53,60.52
"Undercity Caves ",0,1614.68,643.289,37.0547
"Undercity Magic Quarter ",0,1786.82,47.9279,-29.1457
"Undercity Rogue's Quarter ",0,1466.11,49.6445,-62.2932
"Undercity Apothecarium ",0,1410.31,430.512,-80.3588
"Undercity Trade Quarter ",0,1586.48,239.562,-52.149
"Undercity War Quarter ",0,1658.95,303.76,-42.6923
"Un'Goro Crater ",1,-7434.56,-1983.21,-270.149
"Un'Goro Crater ",1,-7932.49,-2139.61,-230.728
"Wailing Caverns ",1,-746.207,-2213.18,14.8909
"Westfall ",0,-10645.9,1179.06,48.1781
"Westfall Lighthouse ",0,-11399.2,1947.85,10.1451
"Wetlands ",0,-4086.36,-2610.95,46.0143
"Winterspring Ice World ",1,7503.31,-4388.79,725.559
"Zul'Farrak ",209,1221.82,840.746,8.97647
"Zul'Gurub ",309,-11942.6,-1544.28,39.5945
"Zul'Gurub Village ",0,-12332.5,-1859.81,130.321
"Secret Troll village in Darkshore: ",1,7441,-1618,200
"Secret Dwarf village in Wetlands: ",0,-3968,-1389,160
"Dun Morogh Top: ",0,-4801,-995,900
"Old Ironforge: ",0,-4821,-977,465
"Hyjal instance: ",1,4859.25,-1788.939941,1157.52002
"Deeprun Tram Water: ",369,-63.065926,1369.090942,-125.195541
"Secret Locations: Winterspring Ice World",1,7503.31,-4388.79,725.559
"Secret Locations: Hyjal",1,4674.88,-3638.37,965.264
"Secret Locations: Hyjal Plains Unifinished Location",1,5300.18,-2292.83,944.186
"Secret Locations: Hyjal Cool Ancient Statue",1,4491.35,-3201.77,1026.57
"Secret Locations: Weird Flat Lands Place (Quel'thalas?)",0,5333.04,-4795.84,0
"Netherstorm",530,2342,2642,27
"Blade's Edge Mountains",530,1114,7091,123
"North Sea - Eversong Woods",530,8481,-5565,1
"Silvermoon City",530,9851,-7500,-4
"Azuremyst Isle",530,-4020.4766,-13783.334,73.9001
"Ghostlands",530,7880,-6193,21
"Hellfire Peninsula",530,-248,956,85
"Zangarmarsh",530,1587,8607,-33
"Nagrand",530,-526,8440,47
"Bloodmyst Isle",530,-2721.6763,-12208.9297,9.0882
"Terokkar Forest entrance",530,-1177,5336,30
"Shadowmoon Valley",530,-2848,3190,8
"Top of Black Temple",530,-3579,-23,275
"Netherstorm",530,2280.6804,2520.7498,115.2777
"Shattrath City",530,-1851,5396,12
"Mulgore: Bloodhoof Tauren Village",1,-2321.74,-378.941,-9.40597
"Mulgore: Tauren Camp Narache",1,-2905.3,-253.768,56.0612
"Mulgore: Brambleblade Ravine",1,-2933.37,-963.993,58.2343
"Mulgore: Red Cloud Mesa",1,-2928.26,-46.1054,188.892
"Mulgore: Bael'Dun Digside",1,-1897.98,400.675,134.787
"Mulgore: Wildmane Water Well",1,-758.744,-149.474,-27.712
"Mulgore: Red Rocks",1,-1008.68,-1115.72,46.046
"Mulgore: Mulgore Mine",1,-1915.66,-1107.44,87.572
"South Kalimdor: Tanaris",1,-6942.47,-4847.1,0.667853
"South Kalimdor: Un'Goro Crater",1,-7434.56,-1983.21,-270.149
"Stonetalon Mountains: Stonetalon Mountains",1,-239.089,-809.973,8.78944
"Stonetalon Mountains: Greatwood Vale",1,-87.9634,-565.775,-12.1339
"Stonetalon Mountains: Sunrock Retreat",1,-191.661,-301.87,12.2698
"Stonetalon Mountains: Windshear Crag",1,1160.25,51.3229,1.072
"Stonetalon Mountains: Cragpool Lake",1,1618.33,161.796,133.084
"Stonetalon Mountains: Stonetalon Peak",1,2506.3,1470.14,262.722
"Stonetalon Mountains: Charred Vale",1,821.99,1599.07,-21.1896
"Thousand Needles: Freewood Post",1,-5437.4,-2437.47,89.3083
"Teldrassil: Dolanaar",1,9892.57,982.424,1313.83
"Teldrassil: Lake Al'Ameth",1,9477.19,1005.74,1249.01
"Teldrassil: Gnarlpine Hold",1,9114.65,1846.06,1327.5
"Teldrassil: Pools of Arilthrien",1,9561.33,1743,1291.91
"Teldrassil: Darnassus",1,9948.55,2413.59,1327.23
"Teldrassil: Shadowglen",1,10699.8,738.73,1325.881
"Teldrassil: Aldrassil",1,10455.7,798.455,1346.75
"Alterac Mountains : Chillwind Point ",0,322.373138,-1487.853882,43.720089
"Alterac Mountains : Dalaran Ruins ",0,386.938,212.299,43.6994
"Alterac Mountains : Dandred's Fold ",0,1239.12,-286.705,42.4764
"Alterac Mountains : Horde Entrance ",0,417.00354,-1015.843079,111.708763
"Alterac Mountains : Icewing Pass ",30,281.56781,46.170521,19.191322
"Alterac Mountains : Lordamere Internment Camp ",0,-74.6376,201.212,53.2755
"Alterac Mountains : Ruins of Alterac ",0,522.608,-275.392,150.689
"Alterac Mountains : Stonehearth Outpost ",30,23.98254,-298.187042,14.389221
"Alterac Mountains : Strahnbrad ",0,679.813,-965.173,164.598
"Alterac Mountains : Headland ",0,15.168597,-337.261627,130.995499
"Alterac Mountains : Uplands ",0,1239.12,-286.705,42.4764
"Alterac Valley : Dun Baldar ",30,617.276672,-42.834068,42.289104
"Alterac Valley : Dun Baldar Pass ",30,757.831421,-489.321869,95.844093
"Alterac Valley : Field of Strife ",30,-187.385788,-293.948486,6.667531
"Alterac Valley : Frostwolf Keep ",30,-1326.625,-297.883942,90.536034
"Alterac Valley : Frostwolf Village ",30,-1201.051392,-366.443909,54.09763
"Alterac Valley : Iceblood Garrison ",30,-476.417297,-196.085754,54.793446
"Alterac Valley : Icewing Bunker ",30,234.481064,-395.527832,43.235931
"Alterac Valley : Rock of Durotan ",30,-896.4104,-525.779968,54.231255
"Alterac Valley : Stonehearth Outpost ",30,20.236,-299.915,14.033
"Alterac Valley : Tower Point ",30,-695.935974,-427.200562,87.997581
"Alterac Valley : Wildpaw Ridge ",30,-419.024719,-532.699402,84.013458
"Alterac Valley : Winterax Hold ",30,-149.652313,26.635336,77.038399
"Arathi Highlands : Boulderfist Hall ",0,-1969.08,-2789.04,81.2105
"Arathi Highlands : Circle of East Binding ",0,-842.604,-3270.04,78.3588
"Arathi Highlands : Circle of Inner Binding ",0,-1529.75,-2166.7,17.3717
"Arathi Highlands : Circle of Outer Binding ",0,-1354.4,-2738.07,58.9657
"Arathi Highlands : Circle of West Binding ",0,-863.118,-1784.72,39.6118
"Arathi Highlands : Dabyrie's Farmstead ",0,-1065.89,-2905.56,42.0958
"Arathi Highlands : Faldir's Cove ",0,-2086.88,-2074.57,5.72927
"Arathi Highlands : Go'Shek Farm ",0,-1505.51,-3030.52,12.627
"Arathi Highlands : Hammerfall ",0,-1020.820496,-3542.908203,56.442707
"Arathi Highlands : Northfold Manor ",0,-797.235,-2068.95,33.8337
"Arathi Highlands : Refuge Pointe ",0,-1262.79,-2521.75,20.8021
"Arathi Highlands : Stromgarde Keep ",0,-1661.42,-1804.2,83.0723
"Arathi Highlands : Drowned Reef ",0,-2200.52,-1685.18,-34.4569
"Arathi Highlands : Thoradin's Wall ",0,-839.599,-1590.32,54.1962
"Arathi Highlands : Witherbark Village ",0,-1763.41,-3371.67,40.609
"Ashenvale : Astranaar ",1,2745.85,-378.33,108.253
"Ashenvale : Bough Shadow ",1,3141.82373,-3707.343262,121.049583
"Ashenvale : Demon Fall Canyon ",1,1626.91,-3057.36,89.4942
"Ashenvale : Falfarren River ",1,1669.74,-1714.14,97.9564
"Ashenvale : Felfire Hill ",1,1992.850952,-2989.656494,107.110558
"Ashenvale : Forest Song ",1,2943.75,-3304.344971,154.066666
"Ashenvale : Greenpaw Village ",1,2265.585693,-1475.328369,90.808235
"Ashenvale : Maestra's Point ",1,3229.989746,198.252319,8.061512
"Ashenvale : Nightsong Woods ",1,2046.821045,-1874.254639,98.503624
"Ashenvale : Raynewood Retreat ",1,2673.51,-1859.72,188.112
"Ashenvale : Ruins of Stardust ",1,2178.007324,-288.449829,97.349899
"Ashenvale : Satyrnaar ",1,2757.59,-2967.58,143.882
"Ashenvale : Silverwind Refuge ",1,2135.27002,-1189.90332,98.820641
"Ashenvale : Splintertree Post ",1,2188.609863,-2514.278564,81.02462
"Ashenvale : Dor'danil Barrow Den ",1,1775.1,-2679.19,111.666
"Ashenvale : Master's Glaive ",1,4577.61,419.307,33.7161
"Ashenvale : Shrine of Aessina ",1,2681.045166,377.692535,67.860809
"Ashenvale : Talondeep Path ",1,1943.135132,-741.766113,113.109909
"Ashenvale : Zoram Strand ",1,3652.24,928.308,7.01517
"Ashenvale : Warsong Lumber Camp ",1,2439.16,-3500.08,98.5954
"Ashenvale : Xavian ",1,2867.03,-2595.67,219.911
"Ashenvale : Zoram'gar Outpost ",1,3361,1007,3.766
"Azshara : Bitter Reaches ",1,4623.242188,-7239.781738,169.330292
"Azshara : Forlorn Ridge ",1,3230.835449,-4735.763184,142.399078
"Azshara : Haldarr Encampment ",1,3306.000244,-4319.978027,128.709229
"Azshara : Hetaera's Clutch ",1,3554.121338,-6232.785156,44.276176
"Azshara : Jagged Reef East ",1,4815.40918,-7616.796875,49.077629
"Azshara : Jagged Reef West ",1,5026.466797,-6746.182617,7.429204
"Azshara : Lake Mennar ",1,2647.066895,-5373.742676,78.616829
"Azshara : Legash Encampment ",1,4539.822266,-6290.512695,114.273201
"Azshara : On Ravencrest Monument ",1,2449.459473,-6953.133789,238.022369
"Azshara : Ravencrest Monument ",1,2403.753906,-6786.962402,142.771896
"Azshara : Rethress Sanctum ",1,2209.154541,-6439.119141,1.82327
"Azshara : Scalebeard's Cave ",1,3705.1,-6043.45,2.508
"Azshara : Shadowsong Shrine ",1,2905.621582,-4035.082031,144.921371
"Azshara : Southridge Beach ",1,2946.59375,-6036.697754,3.806004
"Azshara : Talrendis Point ",1,2706.663086,-3877.953125,105.1754
"Azshara : Temple of Arkkoran ",1,4060.069092,-7258.75,7.643451
"Azshara : Temple of Zin-Malor ",1,3546.8,-5287.96,109.935
"Azshara : Thalassian Base Camp ",1,4368,-6248.6,97
"Azshara : Ruined Reaches ",1,2089.575439,-6625.696777,4.423138
"Azshara : Shattered Strand ",1,4260.72998,-6273.640137,90.228897
"Azshara : Timbermaw Hold ",1,4192.953125,-5287.344238,129.046387
"Azshara : Tower of Eldara ",1,4212.527832,-7824.383301,11.12522
"Azshara : Ursolan ",1,4219.368652,-5609.947754,118.165573
"Azshara : Valormok ",1,3595.803711,-4412.858887,113.286484
"Azuremyst Isle : Ammen Fields ",530,-4156.72,-13486,46.1999
"Azuremyst Isle : Ammen Ford ",530,-4240.31,-13036.1,-0.275967
"Azuremyst Isle : Ammen Vale ",530,-3967.45,-13657.6,60.3977
"Azuremyst Isle : Azure Watch ",530,-4183.3,-12515,44.377
"Azuremyst Isle : Bristlelimb Village ",530,-4615.48,-11599.4,18.3033
"Azuremyst Isle : Crash Site ",530,-4115.04,-13754.8,73.5094
"Azuremyst Isle : Emberglade ",530,-3266.68,-12911.1,11.6274
"Azuremyst Isle : Fairbridge Strand ",530,-2921.27,-12431.4,7.6453
"Azuremyst Isle : Geezle's Camp ",530,-4591.81,-12861.3,4.99909
"Azuremyst Isle : Menagerie Wreckage ",530,-3370.93,-12742,12.9584
"Azuremyst Isle : Moongraze Woods ",530,-3936.39,-12613.8,66.1739
"Azuremyst Isle : Moonwing Den ",530,-5046.52,-11033.7,25.9131
"Azuremyst Isle : Nestlewood Hills ",530,-4561.63,-13935.8,84.3531
"Azuremyst Isle : Nestlewood Thicket ",530,-4405.96,-13751.4,53.3686
"Azuremyst Isle : Odesyu's Landing ",530,-4720.54,-12413.8,11.1227
"Azuremyst Isle : Pod Cluster ",530,-4391.11,-11967.4,17.2576
"Azuremyst Isle : Pod Wreckage ",530,-4441.42,-12639.3,16.928
"Azuremyst Isle : Shadow Ridge ",530,-4520.24,-13300,77.474
"Azuremyst Isle : Silting Shore ",530,-3075.84,-12006.9,1.1227
"Azuremyst Isle : Silverline Lake ",530,-4429.04,-13579.7,40.7926
"Azuremyst Isle : Silvermyst Isle ",530,-4925.04,-11288.1,25.5329
"Azuremyst Isle : Stillpine Hold ",530,-3433.91,-12363.3,13.9108
"Azuremyst Isle : Exodar Entrance ",530,-4021.45,-11911.4,-2.23215
"Azuremyst Isle : Sacred Grove ",530,-3787.38,-13363,79.966
"Azuremyst Isle : Tides' Hollow ",530,-4877.5,-11604.2,5.95179
"Azuremyst Isle : Traitor's Cove ",530,-5073.15,-11251.4,0.946581
"Azuremyst Isle : Valaar's Berth ",530,-4254.31,-11439.4,9.91663
"Azuremyst Isle : Wildwind Path ",530,-3551.03,-11572,21.7675
"Azuremyst Isle : Wildwind Peak ",530,-3776.13,-11438.4,320.142
"Azuremyst Isle : Wrathscale Point ",530,-4886.84,-11846.2,18.5994
"Badlands : Agmond's End ",0,-7027.81,-3330.11,241.51
"Badlands : Angor Fortress ",0,-6380.77,-3139.89,301.111
"Badlands : Apocryphan's Rest ",0,-6894.29,-2465.82,247.978
"Badlands : Camp Boff ",0,-7033.94,-3669.89,245.91
"Badlands : Camp Cagg ",0,-7147.67,-2430.87,240.51
"Badlands : Camp Kosh ",0,-6247.73,-3776.6,249.06
"Badlands : Hammertoe's Digsite ",0,-6411.58,-3409.85,241.537
"Badlands : Kargath ",0,-6675.96,-2188.29,246.152
"Badlands : Lethlor Ravine ",0,-6935.86,-4092.06,285.906
"Badlands : Maker's Terrace ",0,-6092.32,-3214.55,262.727
"Barrens : Bael Modan ",1,-4095.7,-2305.74,124.914
"Barrens : Camp Taurajo ",1,-2388.95,-1918.82,96.7422
"Barrens : Field of Giants ",1,-3120.86,-2327.89,93.1243
"Barrens : Fray Island ",1,-1679.300049,-4328.959961,2.58591
"Barrens : Lushwater Oasis ",1,-964.776,-2039.74,81.3491
"Barrens : Northwatch Hold ",1,-1986.584106,-3688.249756,18.316187
"Barrens : Ratchet ",1,-943.935,-3715.49,11.8385
"Barrens : Razorfen Downs Entrance ",1,-4319.38,-2110.38,80.8662
